State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,Chittoor,2005,Kharif     ,mungbean,511.0,354.0
Andhra Pradesh,Chittoor,2005,Kharif     ,rice,16240.0,37173.0
Andhra Pradesh,Chittoor,2005,Rabi       ,maize,356.0,2660.0
Andhra Pradesh,Chittoor,2005,Rabi       ,mungbean,70.0,21.0
Andhra Pradesh,Chittoor,2005,Rabi       ,rice,66351.0,193612.0
Andhra Pradesh,Chittoor,2005,Whole Year ,banana,468.0,25070.0
Andhra Pradesh,Chittoor,2005,Whole Year ,coconut,3914.0,15729168.0
Andhra Pradesh,Chittoor,2006,Kharif     ,maize,386.0,1378.0
Andhra Pradesh,Chittoor,2006,Kharif     ,mungbean,284.0,35.0
Andhra Pradesh,Chittoor,2006,Kharif     ,rice,17049.0,42520.0
Andhra Pradesh,Chittoor,2006,Rabi       ,maize,788.0,5971.0
Andhra Pradesh,Chittoor,2006,Rabi       ,mungbean,144.0,54.0
Andhra Pradesh,Chittoor,2006,Rabi       ,rice,29164.0,85101.0
Andhra Pradesh,Chittoor,2006,Rabi       ,wheat,4.0,1.0
Andhra Pradesh,Chittoor,2006,Whole Year ,banana,556.0,27205.0
Andhra Pradesh,Chittoor,2006,Whole Year ,coconut,4307.0,34924554.0
Andhra Pradesh,Chittoor,2007,Kharif     ,maize,1000.0,3000.0
Andhra Pradesh,Chittoor,2007,Kharif     ,mungbean,1000.0,
Andhra Pradesh,Chittoor,2007,Kharif     ,rice,15000.0,42000.0
Andhra Pradesh,Chittoor,2007,Rabi       ,maize,1000.0,4000.0
Andhra Pradesh,Chittoor,2007,Rabi       ,rice,37000.0,116000.0
Andhra Pradesh,Chittoor,2008,Kharif     ,cotton,24.0,37.0
Andhra Pradesh,Chittoor,2008,Kharif     ,maize,843.0,3937.0
Andhra Pradesh,Chittoor,2008,Kharif     ,mungbean,482.0,188.0
Andhra Pradesh,Chittoor,2008,Kharif     ,rice,17596.0,46242.0
Andhra Pradesh,Chittoor,2008,Rabi       ,chickpea,19.0,74.0
Andhra Pradesh,Chittoor,2008,Rabi       ,maize,957.0,8450.0
Andhra Pradesh,Chittoor,2008,Rabi       ,mungbean,191.0,65.0
Andhra Pradesh,Chittoor,2008,Rabi       ,rice,37927.0,118636.0
Andhra Pradesh,Chittoor,2008,Whole Year ,banana,708.0,22390.0
Andhra Pradesh,Chittoor,2008,Whole Year ,coconut,3915.0,35594856.0
Andhra Pradesh,Chittoor,2008,Whole Year ,tapioca,3.0,37.0
Andhra Pradesh,Chittoor,2009,Kharif     ,cotton,66.0,94.0
Andhra Pradesh,Chittoor,2009,Kharif     ,maize,1326.0,4915.0
Andhra Pradesh,Chittoor,2009,Kharif     ,mungbean,601.0,154.0
Andhra Pradesh,Chittoor,2009,Kharif     ,rice,19758.0,56192.0
Andhra Pradesh,Chittoor,2009,Rabi       ,chickpea,2.0,2.0
Andhra Pradesh,Chittoor,2009,Rabi       ,maize,611.0,4466.0
Andhra Pradesh,Chittoor,2009,Rabi       ,mungbean,159.0,63.0
Andhra Pradesh,Chittoor,2009,Rabi       ,rice,35155.0,113937.0
Andhra Pradesh,Chittoor,2009,Whole Year ,banana,769.0,40826.0
Andhra Pradesh,Chittoor,2009,Whole Year ,coconut,3893.0,22798170.0
Andhra Pradesh,Chittoor,2009,Whole Year ,tapioca,10.0,131.0
Andhra Pradesh,Chittoor,2010,Kharif     ,cotton,235.0,98.0
Andhra Pradesh,Chittoor,2010,Kharif     ,maize,970.0,4969.0
Andhra Pradesh,Chittoor,2010,Kharif     ,mungbean,845.0,268.0
Andhra Pradesh,Chittoor,2010,Kharif     ,rice,18019.0,53639.0
Andhra Pradesh,Chittoor,2010,Rabi       ,maize,539.0,4914.0
Andhra Pradesh,Chittoor,2010,Rabi       ,mungbean,335.0,118.0
Andhra Pradesh,Chittoor,2010,Rabi       ,rice,43558.0,131502.0
Andhra Pradesh,Chittoor,2010,Whole Year ,banana,923.0,46782.0
Andhra Pradesh,Chittoor,2010,Whole Year ,tapioca,15.0,99.0
Andhra Pradesh,Chittoor,2011,Kharif     ,cotton,400.0,65.0
Andhra Pradesh,Chittoor,2011,Kharif     ,maize,930.0,3084.0
Andhra Pradesh,Chittoor,2011,Kharif     ,mungbean,506.0,325.0
Andhra Pradesh,Chittoor,2011,Kharif     ,rice,17342.0,55719.0
Andhra Pradesh,Chittoor,2011,Rabi       ,chickpea,2.0,1.0
Andhra Pradesh,Chittoor,2011,Rabi       ,maize,877.0,6805.0
Andhra Pradesh,Chittoor,2011,Rabi       ,mungbean,270.0,161.0
Andhra Pradesh,Chittoor,2011,Rabi       ,rice,33764.0,113211.0
Andhra Pradesh,Chittoor,2011,Whole Year ,banana,886.0,55948.0
Andhra Pradesh,Chittoor,2011,Whole Year ,coconut,3663.0,29376960.0
Andhra Pradesh,Chittoor,2011,Whole Year ,tapioca,10.0,100.0
Andhra Pradesh,Chittoor,2012,Kharif     ,cotton,317.0,405.0
Andhra Pradesh,Chittoor,2012,Kharif     ,grapes,30.0,546.0
Andhra Pradesh,Chittoor,2012,Kharif     ,maize,1078.0,4375.0
Andhra Pradesh,Chittoor,2012,Kharif     ,mango,56760.0,502212.0
Andhra Pradesh,Chittoor,2012,Kharif     ,mungbean,389.0,215.0
Andhra Pradesh,Chittoor,2012,Kharif     ,papaya,558.0,60785.0
Andhra Pradesh,Chittoor,2012,Kharif     ,pomegranate,65.0,872.0
Andhra Pradesh,Chittoor,2012,Kharif     ,rice,12952.0,45241.0
Andhra Pradesh,Chittoor,2012,Rabi       ,cotton,226.0,288.0
Andhra Pradesh,Chittoor,2012,Rabi       ,chickpea,17.0,13.0
Andhra Pradesh,Chittoor,2012,Rabi       ,maize,547.0,3876.0
Andhra Pradesh,Chittoor,2012,Rabi       ,mungbean,236.0,159.0
Andhra Pradesh,Chittoor,2012,Rabi       ,rice,34557.0,126168.0
Andhra Pradesh,Chittoor,2012,Whole Year ,coconut,3351.0,28899000.0
Andhra Pradesh,Chittoor,2013,Kharif     ,cotton,157.0,391.0
Andhra Pradesh,Chittoor,2013,Kharif     ,grapes,23.0,417.0
Andhra Pradesh,Chittoor,2013,Kharif     ,maize,1905.0,7683.0
Andhra Pradesh,Chittoor,2013,Kharif     ,mango,66615.0,588344.0
Andhra Pradesh,Chittoor,2013,Kharif     ,mungbean,540.0,599.0
Andhra Pradesh,Chittoor,2013,Kharif     ,papaya,526.0,13845.0
Andhra Pradesh,Chittoor,2013,Kharif     ,pomegranate,78.0,1126.0
Andhra Pradesh,Chittoor,2013,Kharif     ,rice,15206.0,48766.0
Andhra Pradesh,Chittoor,2013,Rabi       ,cotton,194.0,483.0
Andhra Pradesh,Chittoor,2013,Rabi       ,chickpea,8.0,10.0
Andhra Pradesh,Chittoor,2013,Rabi       ,maize,1303.0,9713.0
Andhra Pradesh,Chittoor,2013,Rabi       ,mungbean,277.0,173.0
Andhra Pradesh,Chittoor,2013,Rabi       ,rice,34654.0,120249.0
Andhra Pradesh,Chittoor,2013,Whole Year ,banana,910.0,50203.0
Andhra Pradesh,Chittoor,2013,Whole Year ,coconut,2760.0,19847000.0
Andhra Pradesh,Chittoor,2014,Kharif     ,cotton,308.0,723.0
Andhra Pradesh,Chittoor,2014,Kharif     ,grapes,32.0,932.0
Andhra Pradesh,Chittoor,2014,Kharif     ,maize,2693.0,8820.0
Andhra Pradesh,Chittoor,2014,Kharif     ,mango,64633.0,462384.0
Andhra Pradesh,Chittoor,2014,Kharif     ,mungbean,469.0,578.0
Andhra Pradesh,Chittoor,2014,Kharif     ,papaya,519.0,13790.0
Andhra Pradesh,Chittoor,2014,Kharif     ,pomegranate,160.0,1531.0
Andhra Pradesh,Chittoor,2014,Kharif     ,rice,13304.0,44462.0
Andhra Pradesh,Chittoor,2014,Rabi       ,cotton,545.0,1278.0
Andhra Pradesh,Chittoor,2014,Rabi       ,chickpea,7.0,7.0
Andhra Pradesh,Chittoor,2014,Rabi       ,maize,984.0,6429.0
Andhra Pradesh,Chittoor,2014,Rabi       ,mungbean,384.0,315.0
Andhra Pradesh,Chittoor,2014,Rabi       ,rice,27661.0,87962.0
Andhra Pradesh,Chittoor,2014,Whole Year ,coconut,3465.0,29033000.0
Andhra Pradesh,Chittoor,2014,Whole Year ,rice,40965.0,132424.0
Andhra Pradesh,East Godavari,1997,Kharif     ,cotton,9800.0,23400.0
Andhra Pradesh,East Godavari,1997,Kharif     ,maize,1600.0,2900.0
Andhra Pradesh,East Godavari,1997,Kharif     ,rice,214100.0,429300.0
Andhra Pradesh,East Godavari,1997,Rabi       ,maize,3600.0,13700.0
Andhra Pradesh,East Godavari,1997,Rabi       ,mungbean,59500.0,26500.0
Andhra Pradesh,East Godavari,1997,Rabi       ,rice,154400.0,491500.0
Andhra Pradesh,East Godavari,1998,Kharif     ,cotton,7900.0,6300.0
Andhra Pradesh,East Godavari,1998,Kharif     ,maize,1700.0,3600.0
Andhra Pradesh,East Godavari,1998,Kharif     ,mungbean,100.0,100.0
Andhra Pradesh,East Godavari,1998,Kharif     ,rice,256300.0,386600.0
Andhra Pradesh,East Godavari,1998,Rabi       ,maize,3800.0,18700.0
Andhra Pradesh,East Godavari,1998,Rabi       ,mungbean,63700.0,28600.0
Andhra Pradesh,East Godavari,1998,Rabi       ,rice,157600.0,656600.0
Andhra Pradesh,East Godavari,1999,Kharif     ,cotton,4410.0,7289.0
Andhra Pradesh,East Godavari,1999,Kharif     ,maize,1522.0,4324.0
Andhra Pradesh,East Godavari,1999,Kharif     ,mungbean,141.0,100.0
Andhra Pradesh,East Godavari,1999,Kharif     ,rice,244655.0,628606.0
Andhra Pradesh,East Godavari,1999,Rabi       ,chickpea,10.0,11.0
Andhra Pradesh,East Godavari,1999,Rabi       ,maize,4266.0,20652.0
Andhra Pradesh,East Godavari,1999,Rabi       ,mungbean,62777.0,13183.0
Andhra Pradesh,East Godavari,1999,Rabi       ,rice,161551.0,645162.0
Andhra Pradesh,East Godavari,2000,Kharif     ,cotton,5580.0,10536.0
Andhra Pradesh,East Godavari,2000,Kharif     ,maize,1406.0,3661.0
Andhra Pradesh,East Godavari,2000,Kharif     ,mungbean,45.0,20.0
Andhra Pradesh,East Godavari,2000,Kharif     ,rice,253966.0,683423.0
Andhra Pradesh,East Godavari,2000,Rabi       ,chickpea,7.0,17.0
Andhra Pradesh,East Godavari,2000,Rabi       ,maize,4108.0,22117.0
Andhra Pradesh,East Godavari,2000,Rabi       ,mungbean,60630.0,13824.0
Andhra Pradesh,East Godavari,2000,Rabi       ,rice,162861.0,683202.0
Andhra Pradesh,East Godavari,2000,Whole Year ,banana,11043.0,124386.0
Andhra Pradesh,East Godavari,2000,Whole Year ,coconut,48237.0,588584535.0
Andhra Pradesh,East Godavari,2000,Whole Year ,tapioca,20435.0,159148.0
Andhra Pradesh,East Godavari,2001,Kharif     ,cotton,6289.0,16425.0
Andhra Pradesh,East Godavari,2001,Kharif     ,maize,1204.0,3218.0
Andhra Pradesh,East Godavari,2001,Kharif     ,mungbean,126.0,61.0
Andhra Pradesh,East Godavari,2001,Kharif     ,rice,220811.0,579850.0
Andhra Pradesh,East Godavari,2001,Rabi       ,chickpea,26.0,49.0
Andhra Pradesh,East Godavari,2001,Rabi       ,maize,2597.0,16810.0
Andhra Pradesh,East Godavari,2001,Rabi       ,mungbean,62887.0,10691.0
Andhra Pradesh,East Godavari,2001,Rabi       ,rice,165779.0,750150.0
Andhra Pradesh,East Godavari,2001,Whole Year ,banana,10258.0,122822.0
Andhra Pradesh,East Godavari,2001,Whole Year ,coconut,48515.0,629772990.0
Andhra Pradesh,East Godavari,2001,Whole Year ,tapioca,16781.0,140038.0
Andhra Pradesh,East Godavari,2002,Kharif     ,cotton,4555.0,8092.0
Andhra Pradesh,East Godavari,2002,Kharif     ,maize,1423.0,1379.0
Andhra Pradesh,East Godavari,2002,Kharif     ,mungbean,533.0,80.0
Andhra Pradesh,East Godavari,2002,Kharif     ,rice,194809.0,551115.0
Andhra Pradesh,East Godavari,2002,Rabi       ,chickpea,31.0,41.0
Andhra Pradesh,East Godavari,2002,Rabi       ,maize,5975.0,41407.0
Andhra Pradesh,East Godavari,2002,Rabi       ,mungbean,49079.0,10159.0
Andhra Pradesh,East Godavari,2002,Rabi       ,rice,106427.0,491906.0
Andhra Pradesh,East Godavari,2002,Whole Year ,banana,7949.0,116270.0
Andhra Pradesh,East Godavari,2002,Whole Year ,coconut,49479.0,685943720.0
Andhra Pradesh,East Godavari,2002,Whole Year ,mango,18957.0,92583.0
Andhra Pradesh,East Godavari,2002,Whole Year ,orange,975.0,17315.0
Andhra Pradesh,East Godavari,2002,Whole Year ,papaya,11.0,1435.0
Andhra Pradesh,East Godavari,2002,Whole Year ,tapioca,12264.0,74651.0
Andhra Pradesh,East Godavari,2003,Kharif     ,cotton,8969.0,26696.0
Andhra Pradesh,East Godavari,2003,Kharif     ,maize,2116.0,3631.0
Andhra Pradesh,East Godavari,2003,Kharif     ,mungbean,4073.0,2216.0
Andhra Pradesh,East Godavari,2003,Kharif     ,rice,234673.0,762453.0
Andhra Pradesh,East Godavari,2003,Rabi       ,chickpea,5.0,9.0
Andhra Pradesh,East Godavari,2003,Rabi       ,maize,6392.0,35795.0
Andhra Pradesh,East Godavari,2003,Rabi       ,mungbean,67539.0,19654.0
Andhra Pradesh,East Godavari,2003,Rabi       ,rice,165321.0,869092.0
Andhra Pradesh,East Godavari,2003,Whole Year ,banana,9547.0,67488.0
Andhra Pradesh,East Godavari,2003,Whole Year ,coconut,48854.0,683171460.0
Andhra Pradesh,East Godavari,2003,Whole Year ,mango,19181.0,47363.0
Andhra Pradesh,East Godavari,2003,Whole Year ,orange,1015.0,15401.0
Andhra Pradesh,East Godavari,2003,Whole Year ,papaya,31.0,2815.0
Andhra Pradesh,East Godavari,2003,Whole Year ,tapioca,18768.0,117826.0
Andhra Pradesh,East Godavari,2004,Kharif     ,cotton,16022.0,45616.0
Andhra Pradesh,East Godavari,2004,Kharif     ,maize,1881.0,5556.0
Andhra Pradesh,East Godavari,2004,Kharif     ,mungbean,62.0,23.0
Andhra Pradesh,East Godavari,2004,Kharif     ,rice,224521.0,743614.0
Andhra Pradesh,East Godavari,2004,Rabi       ,chickpea,9.0,14.0
Andhra Pradesh,East Godavari,2004,Rabi       ,maize,6094.0,41080.0
Andhra Pradesh,East Godavari,2004,Rabi       ,mungbean,62091.0,16144.0
Andhra Pradesh,East Godavari,2004,Rabi       ,rice,162903.0,766296.0
Andhra Pradesh,East Godavari,2004,Whole Year ,banana,10324.0,96684.0
Andhra Pradesh,East Godavari,2004,Whole Year ,coconut,49381.0,674125653.0
Andhra Pradesh,East Godavari,2004,Whole Year ,tapioca,19300.0,142087.0
Andhra Pradesh,East Godavari,2005,Kharif     ,cotton,13939.0,10167.0
Andhra Pradesh,East Godavari,2005,Kharif     ,maize,1763.0,6308.0
Andhra Pradesh,East Godavari,2005,Kharif     ,mungbean,199.0,138.0
Andhra Pradesh,East Godavari,2005,Kharif     ,rice,217411.0,348727.0
Andhra Pradesh,East Godavari,2005,Rabi       ,chickpea,13.0,25.0
Andhra Pradesh,East Godavari,2005,Rabi       ,maize,7838.0,59349.0
Andhra Pradesh,East Godavari,2005,Rabi       ,mungbean,64154.0,14627.0
Andhra Pradesh,East Godavari,2005,Rabi       ,rice,170012.0,800927.0
Andhra Pradesh,East Godavari,2005,Whole Year ,banana,15432.0,215971.0
Andhra Pradesh,East Godavari,2005,Whole Year ,coconut,49692.0,369060890.0
Andhra Pradesh,East Godavari,2005,Whole Year ,tapioca,14660.0,122382.0
Andhra Pradesh,East Godavari,2006,Kharif     ,cotton,9034.0,19397.0
Andhra Pradesh,East Godavari,2006,Kharif     ,maize,1735.0,4757.0
Andhra Pradesh,East Godavari,2006,Kharif     ,mungbean,273.0,106.0
Andhra Pradesh,East Godavari,2006,Kharif     ,rice,227930.0,547716.0
Andhra Pradesh,East Godavari,2006,Rabi       ,chickpea,170.0,324.0
Andhra Pradesh,East Godavari,2006,Rabi       ,maize,6191.0,61867.0
Andhra Pradesh,East Godavari,2006,Rabi       ,mungbean,62538.0,16447.0
Andhra Pradesh,East Godavari,2006,Rabi       ,rice,168963.0,845829.0
Andhra Pradesh,East Godavari,2006,Whole Year ,banana,16772.0,295690.0
Andhra Pradesh,East Godavari,2006,Whole Year ,coconut,49592.0,613037376.0
Andhra Pradesh,East Godavari,2006,Whole Year ,tapioca,19176.0,205260.0
Andhra Pradesh,East Godavari,2007,Kharif     ,cotton,8000.0,18000.0
Andhra Pradesh,East Godavari,2007,Kharif     ,maize,2000.0,6000.0
Andhra Pradesh,East Godavari,2007,Kharif     ,rice,242000.0,715000.0
Andhra Pradesh,East Godavari,2007,Rabi       ,chickpea,1000.0,1000.0
Andhra Pradesh,East Godavari,2007,Rabi       ,maize,6000.0,49000.0
Andhra Pradesh,East Godavari,2007,Rabi       ,mungbean,66000.0,10000.0
Andhra Pradesh,East Godavari,2007,Rabi       ,rice,169000.0,803000.0
Andhra Pradesh,East Godavari,2008,Kharif     ,cotton,7432.0,14165.0
Andhra Pradesh,East Godavari,2008,Kharif     ,maize,1602.0,5154.0
Andhra Pradesh,East Godavari,2008,Kharif     ,mungbean,315.0,124.0
Andhra Pradesh,East Godavari,2008,Kharif     ,rice,240231.0,716609.0
Andhra Pradesh,East Godavari,2008,Rabi       ,chickpea,728.0,1267.0
Andhra Pradesh,East Godavari,2008,Rabi       ,maize,6581.0,49107.0
Andhra Pradesh,East Godavari,2008,Rabi       ,mungbean,43577.0,12027.0
Andhra Pradesh,East Godavari,2008,Rabi       ,rice,169861.0,796648.0
Andhra Pradesh,East Godavari,2008,Whole Year ,banana,15363.0,291774.0
Andhra Pradesh,East Godavari,2008,Whole Year ,coconut,50214.0,492936570.0
Andhra Pradesh,East Godavari,2008,Whole Year ,tapioca,16210.0,205202.0
Andhra Pradesh,East Godavari,2009,Kharif     ,cotton,6845.0,19649.0
Andhra Pradesh,East Godavari,2009,Kharif     ,maize,983.0,3547.0
Andhra Pradesh,East Godavari,2009,Kharif     ,mungbean,691.0,123.0
Andhra Pradesh,East Godavari,2009,Kharif     ,rice,202153.0,616567.0
Andhra Pradesh,East Godavari,2009,Rabi       ,chickpea,498.0,818.0
Andhra Pradesh,East Godavari,2009,Rabi       ,maize,8005.0,59821.0
Andhra Pradesh,East Godavari,2009,Rabi       ,mungbean,21422.0,5441.0
Andhra Pradesh,East Godavari,2009,Rabi       ,rice,104423.0,456537.0
Andhra Pradesh,East Godavari,2009,Whole Year ,banana,16159.0,354092.0
Andhra Pradesh,East Godavari,2009,Whole Year ,coconut,50247.0,527381820.0
Andhra Pradesh,East Godavari,2009,Whole Year ,tapioca,10765.0,144412.0
Andhra Pradesh,East Godavari,2010,Kharif     ,cotton,12112.0,21517.0
Andhra Pradesh,East Godavari,2010,Kharif     ,maize,469.0,1399.0
Andhra Pradesh,East Godavari,2010,Kharif     ,mungbean,293.0,73.0
Andhra Pradesh,East Godavari,2010,Kharif     ,rice,237640.0,457704.0
Andhra Pradesh,East Godavari,2010,Rabi       ,chickpea,316.0,526.0
Andhra Pradesh,East Godavari,2010,Rabi       ,maize,7463.0,54704.0
Andhra Pradesh,East Godavari,2010,Rabi       ,mungbean,33343.0,3934.0
Andhra Pradesh,East Godavari,2010,Rabi       ,rice,172888.0,849917.0
Andhra Pradesh,East Godavari,2010,Whole Year ,banana,14357.0,392291.0
Andhra Pradesh,East Godavari,2010,Whole Year ,tapioca,12391.0,82090.0
Andhra Pradesh,East Godavari,2011,Kharif     ,cotton,13150.0,19880.0
Andhra Pradesh,East Godavari,2011,Kharif     ,maize,468.0,1727.0
Andhra Pradesh,East Godavari,2011,Kharif     ,mungbean,401.0,234.0
Andhra Pradesh,East Godavari,2011,Kharif     ,rice,197445.0,589741.0
Andhra Pradesh,East Godavari,2011,Rabi       ,chickpea,92.0,139.0
Andhra Pradesh,East Godavari,2011,Rabi       ,maize,8067.0,54017.0
Andhra Pradesh,East Godavari,2011,Rabi       ,mungbean,33158.0,13031.0
Andhra Pradesh,East Godavari,2011,Rabi       ,rice,139649.0,587084.0
Andhra Pradesh,East Godavari,2011,Whole Year ,banana,13620.0,302514.0
Andhra Pradesh,East Godavari,2011,Whole Year ,coconut,50741.0,719961050.0
Andhra Pradesh,East Godavari,2011,Whole Year ,tapioca,12439.0,124228.0
Andhra Pradesh,East Godavari,2012,Kharif     ,cotton,16845.0,32501.0
Andhra Pradesh,East Godavari,2012,Kharif     ,maize,495.0,1938.0
Andhra Pradesh,East Godavari,2012,Kharif     ,mango,15851.0,157496.0
Andhra Pradesh,East Godavari,2012,Kharif     ,mungbean,271.0,121.0
Andhra Pradesh,East Godavari,2012,Kharif     ,papaya,231.0,25164.0
Andhra Pradesh,East Godavari,2012,Kharif     ,rice,232300.0,355651.0
Andhra Pradesh,East Godavari,2012,Kharif     ,tapioca,11343.0,208870.0
Andhra Pradesh,East Godavari,2012,Rabi       ,chickpea,124.0,225.0
Andhra Pradesh,East Godavari,2012,Rabi       ,maize,9485.0,71659.0
Andhra Pradesh,East Godavari,2012,Rabi       ,mungbean,27520.0,12329.0
Andhra Pradesh,East Godavari,2012,Rabi       ,rice,168756.0,746239.0
Andhra Pradesh,East Godavari,2012,Whole Year ,coconut,49516.0,729965000.0
Andhra Pradesh,East Godavari,2013,Kharif     ,cotton,21781.0,24728.0
Andhra Pradesh,East Godavari,2013,Kharif     ,maize,513.0,1626.0
Andhra Pradesh,East Godavari,2013,Kharif     ,mango,15017.0,162814.0
Andhra Pradesh,East Godavari,2013,Kharif     ,mungbean,210.0,86.0
Andhra Pradesh,East Godavari,2013,Kharif     ,papaya,271.0,26530.0
Andhra Pradesh,East Godavari,2013,Kharif     ,rice,235159.0,434104.0
Andhra Pradesh,East Godavari,2013,Kharif     ,tapioca,10383.0,191193.0
Andhra Pradesh,East Godavari,2013,Rabi       ,chickpea,134.0,258.0
Andhra Pradesh,East Godavari,2013,Rabi       ,maize,10684.0,92096.0
Andhra Pradesh,East Godavari,2013,Rabi       ,mungbean,21453.0,5041.0
Andhra Pradesh,East Godavari,2013,Rabi       ,rice,169523.0,777602.0
Andhra Pradesh,East Godavari,2013,Whole Year ,banana,12427.0,153871.0
Andhra Pradesh,East Godavari,2013,Whole Year ,coconut,49114.0,720895000.0
Andhra Pradesh,East Godavari,2014,Kharif     ,cotton,22433.0,47597.0
Andhra Pradesh,East Godavari,2014,Kharif     ,maize,755.0,2500.0
Andhra Pradesh,East Godavari,2014,Kharif     ,mango,15820.0,191027.0
Andhra Pradesh,East Godavari,2014,Kharif     ,mungbean,483.0,324.0
Andhra Pradesh,East Godavari,2014,Kharif     ,papaya,305.0,24011.0
Andhra Pradesh,East Godavari,2014,Kharif     ,pomegranate,10.0,104.0
Andhra Pradesh,East Godavari,2014,Kharif     ,rice,226072.0,681833.0
Andhra Pradesh,East Godavari,2014,Rabi       ,chickpea,97.0,187.0
Andhra Pradesh,East Godavari,2014,Rabi       ,maize,12156.0,98257.0
Andhra Pradesh,East Godavari,2014,Rabi       ,mungbean,16204.0,5914.0
Andhra Pradesh,East Godavari,2014,Rabi       ,rice,168045.0,881396.0
Andhra Pradesh,East Godavari,2014,Whole Year ,coconut,46865.0,780162000.0
Andhra Pradesh,East Godavari,2014,Whole Year ,rice,394117.0,1563229.0
Andhra Pradesh,Guntur,1997,Kharif     ,cotton,162300.0,432500.0
Andhra Pradesh,Guntur,1997,Kharif     ,maize,1700.0,3100.0
Andhra Pradesh,Guntur,1997,Kharif     ,mungbean,7400.0,2800.0
Andhra Pradesh,Guntur,1997,Kharif     ,rice,295000.0,845300.0
Andhra Pradesh,Guntur,1997,Rabi       ,chickpea,3000.0,1500.0
Andhra Pradesh,Guntur,1997,Rabi       ,maize,5000.0,19000.0
Andhra Pradesh,Guntur,1997,Rabi       ,mungbean,7700.0,3100.0
Andhra Pradesh,Guntur,1997,Rabi       ,rice,14500.0,51800.0
Andhra Pradesh,Guntur,1998,Kharif     ,cotton,193600.0,120700.0
Andhra Pradesh,Guntur,1998,Kharif     ,maize,2300.0,4700.0
Andhra Pradesh,Guntur,1998,Kharif     ,mungbean,11500.0,7200.0
Andhra Pradesh,Guntur,1998,Kharif     ,rice,298400.0,921400.0
Andhra Pradesh,Guntur,1998,Rabi       ,chickpea,1400.0,2700.0
Andhra Pradesh,Guntur,1998,Rabi       ,maize,2800.0,14100.0
Andhra Pradesh,Guntur,1998,Rabi       ,mungbean,5000.0,2000.0
Andhra Pradesh,Guntur,1998,Rabi       ,rice,29100.0,99900.0
Andhra Pradesh,Guntur,1999,Kharif     ,cotton,139425.0,252605.0
Andhra Pradesh,Guntur,1999,Kharif     ,maize,3853.0,10946.0
Andhra Pradesh,Guntur,1999,Kharif     ,mungbean,12144.0,8622.0
Andhra Pradesh,Guntur,1999,Kharif     ,rice,302886.0,969414.0
Andhra Pradesh,Guntur,1999,Rabi       ,chickpea,868.0,965.0
Andhra Pradesh,Guntur,1999,Rabi       ,maize,3755.0,18178.0
Andhra Pradesh,Guntur,1999,Rabi       ,mungbean,3684.0,950.0
Andhra Pradesh,Guntur,1999,Rabi       ,rice,14822.0,53167.0
Andhra Pradesh,Guntur,2000,Kharif     ,cotton,125251.0,252712.0
Andhra Pradesh,Guntur,2000,Kharif     ,maize,5281.0,13752.0
Andhra Pradesh,Guntur,2000,Kharif     ,mungbean,20785.0,14612.0
Andhra Pradesh,Guntur,2000,Kharif     ,rice,292899.0,987363.0
Andhra Pradesh,Guntur,2000,Rabi       ,chickpea,1452.0,3453.0
Andhra Pradesh,Guntur,2000,Rabi       ,maize,4516.0,24314.0
Andhra Pradesh,Guntur,2000,Rabi       ,mungbean,6920.0,2318.0
Andhra Pradesh,Guntur,2000,Rabi       ,rice,12692.0,49600.0
Andhra Pradesh,Guntur,2000,Whole Year ,banana,7612.0,141059.0
Andhra Pradesh,Guntur,2000,Whole Year ,coconut,519.0,5555550.0
Andhra Pradesh,Guntur,2001,Kharif     ,cotton,126285.0,378112.0
Andhra Pradesh,Guntur,2001,Kharif     ,maize,2549.0,6814.0
Andhra Pradesh,Guntur,2001,Kharif     ,mungbean,10504.0,3414.0
Andhra Pradesh,Guntur,2001,Kharif     ,rice,272468.0,935110.0
Andhra Pradesh,Guntur,2001,Rabi       ,chickpea,2820.0,5285.0
Andhra Pradesh,Guntur,2001,Rabi       ,maize,4369.0,28281.0
